sample_id,chart_id,representative_sample_id,chart_type,source_image_path,masked_image_path,debug_overlay_path,masked_label_text,pseudo_gold,label_ocr_confidence,crop_confirm_text,crop_confirm_confidence,label_bbox,mask_pixel_count,tick_values,tick_pixel_y,tick_details,axis_slope,axis_intercept,axis_r_squared,axis_max_residual_pixels,axis_tick_step,axis_span,plot_bbox,bar_bbox,line_point,target_x,target_y,geometry_score,raw_geometry_value,absolute_error,relative_error,axis_normalized_error,finmme_numerical_sample_ids,finmme_numerical_gold,finmme_numerical_unit,finmme_numerical_tolerance,geometry_gold_access
fgmvp_0104,e961558d7516166a491545c72a96ddffc3b2b6f707f3ff3aad4b101ddcb408a9,2246,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2246.jpg,phase6_geometry_scale/masked_images/fgmvp_0104.png,phase6_geometry_scale/debug_overlays/fgmvp_0104.png,381.1,381.1,0.7868556842294261,381.1,0.9999145404089277,"[719.0,62.0,782.0,90.0]",2046,"[450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0]","[36.0,80.0,126.0,171.0,215.5,260.5,306.0,350.0,396.0]","[{""value"":450.0,""pixel_y"":36.0,""text"":""450.0"",""confidence"":0.9999518591136812,""bbox"":[28.0,22.0,93.0,50.0]},{""value"":400.0,""pixel_y"":80.0,""text"":""400.0"",""confidence"":0.9999767026174136,""bbox"":[28.0,66.0,93.0,94.0]},{""value"":350.0,""pixel_y"":126.0,""text"":""350.0"",""confidence"":0.9999943489245257,""bbox"":[28.0,113.0,93.0,139.0]},{""value"":300.0,""pixel_y"":171.0,""text"":""300.0"",""confidence"":0.9999808076528622,""bbox"":[28.0,158.0,93.0,184.0]},{""value"":250.0,""pixel_y"":215.5,""text"":""250.0"",""confidence"":0.9999865653615687,""bbox"":[28.0,202.0,93.0,229.0]},{""value"":200.0,""pixel_y"":260.5,""text"":""200.0"",""confidence"":0.9969082792197715,""bbox"":[28.0,247.0,93.0,274.0]},{""value"":150.0,""pixel_y"":306.0,""text"":""150.0"",""confidence"":0.9999750499402428,""bbox"":[30.0,292.0,93.0,320.0]},{""value"":100.0,""pixel_y"":350.0,""text"":""100.0"",""confidence"":0.9999844328773189,""bbox"":[30.0,337.0,93.0,363.0]},{""value"":50.0,""pixel_y"":396.0,""text"":""50.0"",""confidence"":0.997238253680337,""bbox"":[41.0,382.0,93.0,410.0]}]",-1.111303223787941,489.67106193026575,0.9999876842051818,0.6900043217878755,50.0,455.07867014116187,"[105.288,11.249999999999996,1008.64,420.75]","[742,97,13,324]",null,748.5,97.0,2.658804149766948,381.8746492228355,0.7746492228354782,0.002032666551654364,0.0017022314462578263,7482,69.7,percentage,5.0,False
fgmvp_0105,e961558d7516166a491545c72a96ddffc3b2b6f707f3ff3aad4b101ddcb408a9,2246,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2246.jpg,phase6_geometry_scale/masked_images/fgmvp_0105.png,phase6_geometry_scale/debug_overlays/fgmvp_0105.png,271.2,271.2,0.9940999792973829,271.2,0.9979070703246931,"[210.0,161.0,277.0,187.0]",2030,"[450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0]","[36.0,80.0,126.0,171.0,215.5,260.5,306.0,350.0,396.0]","[{""value"":450.0,""pixel_y"":36.0,""text"":""450.0"",""confidence"":0.9999518591136812,""bbox"":[28.0,22.0,93.0,50.0]},{""value"":400.0,""pixel_y"":80.0,""text"":""400.0"",""confidence"":0.9999767026174136,""bbox"":[28.0,66.0,93.0,94.0]},{""value"":350.0,""pixel_y"":126.0,""text"":""350.0"",""confidence"":0.9999943489245257,""bbox"":[28.0,113.0,93.0,139.0]},{""value"":300.0,""pixel_y"":171.0,""text"":""300.0"",""confidence"":0.9999808076528622,""bbox"":[28.0,158.0,93.0,184.0]},{""value"":250.0,""pixel_y"":215.5,""text"":""250.0"",""confidence"":0.9999865653615687,""bbox"":[28.0,202.0,93.0,229.0]},{""value"":200.0,""pixel_y"":260.5,""text"":""200.0"",""confidence"":0.9969082792197715,""bbox"":[28.0,247.0,93.0,274.0]},{""value"":150.0,""pixel_y"":306.0,""text"":""150.0"",""confidence"":0.9999750499402428,""bbox"":[30.0,292.0,93.0,320.0]},{""value"":100.0,""pixel_y"":350.0,""text"":""100.0"",""confidence"":0.9999844328773189,""bbox"":[30.0,337.0,93.0,363.0]},{""value"":50.0,""pixel_y"":396.0,""text"":""50.0"",""confidence"":0.997238253680337,""bbox"":[41.0,382.0,93.0,410.0]}]",-1.111303223787941,489.67106193026575,0.9999876842051818,0.6900043217878755,50.0,455.07867014116187,"[105.288,11.249999999999996,1008.64,420.75]","[233,197,13,224]",null,239.5,197.0,2.3783698700488145,270.7443268440414,0.4556731559586069,0.00168021075205976,0.001001306336368744,7482,69.7,percentage,5.0,False
fgmvp_0106,e961558d7516166a491545c72a96ddffc3b2b6f707f3ff3aad4b101ddcb408a9,2246,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2246.jpg,phase6_geometry_scale/masked_images/fgmvp_0106.png,phase6_geometry_scale/debug_overlays/fgmvp_0106.png,304.5,304.5,0.9999875782913994,304.5,0.9999780511339754,"[282.0,130.0,350.0,158.0]",2201,"[450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0]","[36.0,80.0,126.0,171.0,215.5,260.5,306.0,350.0,396.0]","[{""value"":450.0,""pixel_y"":36.0,""text"":""450.0"",""confidence"":0.9999518591136812,""bbox"":[28.0,22.0,93.0,50.0]},{""value"":400.0,""pixel_y"":80.0,""text"":""400.0"",""confidence"":0.9999767026174136,""bbox"":[28.0,66.0,93.0,94.0]},{""value"":350.0,""pixel_y"":126.0,""text"":""350.0"",""confidence"":0.9999943489245257,""bbox"":[28.0,113.0,93.0,139.0]},{""value"":300.0,""pixel_y"":171.0,""text"":""300.0"",""confidence"":0.9999808076528622,""bbox"":[28.0,158.0,93.0,184.0]},{""value"":250.0,""pixel_y"":215.5,""text"":""250.0"",""confidence"":0.9999865653615687,""bbox"":[28.0,202.0,93.0,229.0]},{""value"":200.0,""pixel_y"":260.5,""text"":""200.0"",""confidence"":0.9969082792197715,""bbox"":[28.0,247.0,93.0,274.0]},{""value"":150.0,""pixel_y"":306.0,""text"":""150.0"",""confidence"":0.9999750499402428,""bbox"":[30.0,292.0,93.0,320.0]},{""value"":100.0,""pixel_y"":350.0,""text"":""100.0"",""confidence"":0.9999844328773189,""bbox"":[30.0,337.0,93.0,363.0]},{""value"":50.0,""pixel_y"":396.0,""text"":""50.0"",""confidence"":0.997238253680337,""bbox"":[41.0,382.0,93.0,410.0]}]",-1.111303223787941,489.67106193026575,0.9999876842051818,0.6900043217878755,50.0,455.07867014116187,"[105.288,11.249999999999996,1008.64,420.75]","[307,166,13,255]",null,313.5,166.0,2.3150625374543727,305.1947267814676,0.6947267814675797,0.0022815329440643013,0.0015266080944907412,7482,69.7,percentage,5.0,False
fgmvp_0107,e961558d7516166a491545c72a96ddffc3b2b6f707f3ff3aad4b101ddcb408a9,2246,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2246.jpg,phase6_geometry_scale/masked_images/fgmvp_0107.png,phase6_geometry_scale/debug_overlays/fgmvp_0107.png,250.5,250.5,0.7698682729846291,250.5,0.9999413032681531,"[138.0,178.0,205.0,206.0]",2170,"[450.0,400.0,350.0,300.0,250.0,200.0,150.0,100.0,50.0]","[36.0,80.0,126.0,171.0,215.5,260.5,306.0,350.0,396.0]","[{""value"":450.0,""pixel_y"":36.0,""text"":""450.0"",""confidence"":0.9999518591136812,""bbox"":[28.0,22.0,93.0,50.0]},{""value"":400.0,""pixel_y"":80.0,""text"":""400.0"",""confidence"":0.9999767026174136,""bbox"":[28.0,66.0,93.0,94.0]},{""value"":350.0,""pixel_y"":126.0,""text"":""350.0"",""confidence"":0.9999943489245257,""bbox"":[28.0,113.0,93.0,139.0]},{""value"":300.0,""pixel_y"":171.0,""text"":""300.0"",""confidence"":0.9999808076528622,""bbox"":[28.0,158.0,93.0,184.0]},{""value"":250.0,""pixel_y"":215.5,""text"":""250.0"",""confidence"":0.9999865653615687,""bbox"":[28.0,202.0,93.0,229.0]},{""value"":200.0,""pixel_y"":260.5,""text"":""200.0"",""confidence"":0.9969082792197715,""bbox"":[28.0,247.0,93.0,274.0]},{""value"":150.0,""pixel_y"":306.0,""text"":""150.0"",""confidence"":0.9999750499402428,""bbox"":[30.0,292.0,93.0,320.0]},{""value"":100.0,""pixel_y"":350.0,""text"":""100.0"",""confidence"":0.9999844328773189,""bbox"":[30.0,337.0,93.0,363.0]},{""value"":50.0,""pixel_y"":396.0,""text"":""50.0"",""confidence"":0.997238253680337,""bbox"":[41.0,382.0,93.0,410.0]}]",-1.111303223787941,489.67106193026575,0.9999876842051818,0.6900043217878755,50.0,455.07867014116187,"[105.288,11.249999999999996,1008.64,420.75]","[161,216,12,205]",null,167.0,216.0,2.3404853294063184,249.6295655920705,0.8704344079295083,0.00347478805560682,0.0019127119441996838,7482,69.7,percentage,5.0,False
fgmvp_0108,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,1023,line,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,phase6_geometry_scale/masked_images/fgmvp_0108.png,phase6_geometry_scale/debug_overlays/fgmvp_0108.png,68%,68.0,0.9851069227560705,68%,0.9797895678900068,"[261.0,80.0,337.0,118.0]",3321,"[70.0,68.0,66.0,64.0,62.0,60.0,56.0,54.0,52.0]","[50.0,113.0,177.0,240.0,304.0,367.0,494.0,558.0,620.0]","[{""value"":70.0,""pixel_y"":50.0,""text"":""70%"",""confidence"":0.9956986831030956,""bbox"":[30.0,32.0,105.0,68.0]},{""value"":68.0,""pixel_y"":113.0,""text"":""68%"",""confidence"":0.9842561424770083,""bbox"":[30.0,94.0,105.0,132.0]},{""value"":66.0,""pixel_y"":177.0,""text"":""66%"",""confidence"":0.9918212786615707,""bbox"":[30.0,158.0,105.0,196.0]},{""value"":64.0,""pixel_y"":240.0,""text"":""64%"",""confidence"":0.9952489752851779,""bbox"":[30.0,221.0,105.0,259.0]},{""value"":62.0,""pixel_y"":304.0,""text"":""62%"",""confidence"":0.994662428821487,""bbox"":[30.0,285.0,105.0,323.0]},{""value"":60.0,""pixel_y"":367.0,""text"":""60%"",""confidence"":0.9535921166188617,""bbox"":[30.0,349.0,105.0,385.0]},{""value"":56.0,""pixel_y"":494.0,""text"":""56%"",""confidence"":0.7978109942479658,""bbox"":[30.0,475.0,107.0,513.0]},{""value"":54.0,""pixel_y"":558.0,""text"":""54%"",""confidence"":0.9583818258733215,""bbox"":[30.0,539.0,107.0,577.0]},{""value"":52.0,""pixel_y"":620.0,""text"":""52%"",""confidence"":0.8922667225703622,""bbox"":[30.0,601.0,107.0,639.0]}]",-0.03153524277295766,71.57527940281729,0.999995688014978,0.7429428640272038,2.0,20.17782508827696,"[119.288,15.074999999999996,1008.64,654.925]",null,"[299.0,148.51107928952146]",299.0,148.51107928952146,0.9711240225974412,66.89194646294827,1.108053537051731,0.016294904956643104,0.05491441878418774,1023,175,percentage,2.0,False
fgmvp_0109,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,1023,line,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,phase6_geometry_scale/masked_images/fgmvp_0109.png,phase6_geometry_scale/debug_overlays/fgmvp_0109.png,67%,67.0,0.9778003118965536,67%,0.9566981209238089,"[331.0,133.0,407.0,171.0]",3321,"[70.0,68.0,66.0,64.0,62.0,60.0,56.0,54.0,52.0]","[50.0,113.0,177.0,240.0,304.0,367.0,494.0,558.0,620.0]","[{""value"":70.0,""pixel_y"":50.0,""text"":""70%"",""confidence"":0.9956986831030956,""bbox"":[30.0,32.0,105.0,68.0]},{""value"":68.0,""pixel_y"":113.0,""text"":""68%"",""confidence"":0.9842561424770083,""bbox"":[30.0,94.0,105.0,132.0]},{""value"":66.0,""pixel_y"":177.0,""text"":""66%"",""confidence"":0.9918212786615707,""bbox"":[30.0,158.0,105.0,196.0]},{""value"":64.0,""pixel_y"":240.0,""text"":""64%"",""confidence"":0.9952489752851779,""bbox"":[30.0,221.0,105.0,259.0]},{""value"":62.0,""pixel_y"":304.0,""text"":""62%"",""confidence"":0.994662428821487,""bbox"":[30.0,285.0,105.0,323.0]},{""value"":60.0,""pixel_y"":367.0,""text"":""60%"",""confidence"":0.9535921166188617,""bbox"":[30.0,349.0,105.0,385.0]},{""value"":56.0,""pixel_y"":494.0,""text"":""56%"",""confidence"":0.7978109942479658,""bbox"":[30.0,475.0,107.0,513.0]},{""value"":54.0,""pixel_y"":558.0,""text"":""54%"",""confidence"":0.9583818258733215,""bbox"":[30.0,539.0,107.0,577.0]},{""value"":52.0,""pixel_y"":620.0,""text"":""52%"",""confidence"":0.8922667225703622,""bbox"":[30.0,601.0,107.0,639.0]}]",-0.03153524277295766,71.57527940281729,0.999995688014978,0.7429428640272038,2.0,20.17782508827696,"[119.288,15.074999999999996,1008.64,654.925]",null,"[369.0,197.14620598359457]",369.0,197.14620598359457,0.9157372723941013,65.35822593535711,1.6417740646428882,0.024504090517058034,0.08136526396973955,1023,175,percentage,2.0,False
fgmvp_0110,d63df85f351099bf1cc3cc024caa29c19a8260b7fad8c47b88cd9998d4781f83,1023,line,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/1023.jpg,phase6_geometry_scale/masked_images/fgmvp_0110.png,phase6_geometry_scale/debug_overlays/fgmvp_0110.png,64%,64.0,0.9909116367890992,64%,0.9977496075254265,"[611.0,227.0,687.0,265.0]",3321,"[70.0,68.0,66.0,64.0,62.0,60.0,56.0,54.0,52.0]","[50.0,113.0,177.0,240.0,304.0,367.0,494.0,558.0,620.0]","[{""value"":70.0,""pixel_y"":50.0,""text"":""70%"",""confidence"":0.9956986831030956,""bbox"":[30.0,32.0,105.0,68.0]},{""value"":68.0,""pixel_y"":113.0,""text"":""68%"",""confidence"":0.9842561424770083,""bbox"":[30.0,94.0,105.0,132.0]},{""value"":66.0,""pixel_y"":177.0,""text"":""66%"",""confidence"":0.9918212786615707,""bbox"":[30.0,158.0,105.0,196.0]},{""value"":64.0,""pixel_y"":240.0,""text"":""64%"",""confidence"":0.9952489752851779,""bbox"":[30.0,221.0,105.0,259.0]},{""value"":62.0,""pixel_y"":304.0,""text"":""62%"",""confidence"":0.994662428821487,""bbox"":[30.0,285.0,105.0,323.0]},{""value"":60.0,""pixel_y"":367.0,""text"":""60%"",""confidence"":0.9535921166188617,""bbox"":[30.0,349.0,105.0,385.0]},{""value"":56.0,""pixel_y"":494.0,""text"":""56%"",""confidence"":0.7978109942479658,""bbox"":[30.0,475.0,107.0,513.0]},{""value"":54.0,""pixel_y"":558.0,""text"":""54%"",""confidence"":0.9583818258733215,""bbox"":[30.0,539.0,107.0,577.0]},{""value"":52.0,""pixel_y"":620.0,""text"":""52%"",""confidence"":0.8922667225703622,""bbox"":[30.0,601.0,107.0,639.0]}]",-0.03153524277295766,71.57527940281729,0.999995688014978,0.7429428640272038,2.0,20.17782508827696,"[119.288,15.074999999999996,1008.64,654.925]",null,"[649.0,192.25153397493807]",649.0,192.25153397493807,0.707406063951158,65.5125806054441,1.5125806054441,0.023634071960064063,0.07496251944035774,1023,175,percentage,2.0,False
fgmvp_0111,87f9ccbdcbd7240407c6466ba059c7e400d7ec1459ea13a2528f7704d12b54d9,2323,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2323.jpg,phase6_geometry_scale/masked_images/fgmvp_0111.png,phase6_geometry_scale/debug_overlays/fgmvp_0111.png,1.84%,1.84,0.9299562857167483,1.84%,0.9645710070481441,"[810.0,186.0,888.0,218.0]",2905,"[2.5,1.5,1.0,0.5,0.0]","[98.0,291.0,388.0,484.5,581.0]","[{""value"":2.5,""pixel_y"":98.0,""text"":""2.5%"",""confidence"":0.8057637810707092,""bbox"":[30.0,82.0,93.0,114.0]},{""value"":1.5,""pixel_y"":291.0,""text"":""1.5%"",""confidence"":0.6091934442520142,""bbox"":[31.0,276.0,93.0,306.0]},{""value"":1.0,""pixel_y"":388.0,""text"":""1.0%"",""confidence"":0.9477223753929138,""bbox"":[31.0,374.0,94.0,402.0]},{""value"":0.5,""pixel_y"":484.5,""text"":""0.5%"",""confidence"":0.9573281407356262,""bbox"":[30.0,470.0,93.0,499.0]},{""value"":0.0,""pixel_y"":581.0,""text"":""0.0%"",""confidence"":0.9968623518943787,""bbox"":[30.0,567.0,93.0,595.0]}]",-0.005174822138106231,3.0069219578921453,0.9999994131745827,0.20265734265714042,0.5,2.8801119462397495,"[106.288,44.787499999999994,1008.64,601.35]","[823,227,50,353]",null,848.0,227.0,2.7976274810958146,1.832237332542031,0.0077626674579691635,0.00421884100976585,0.00269526587954473,2323,1.36,percentage,2.0,False
fgmvp_0112,87f9ccbdcbd7240407c6466ba059c7e400d7ec1459ea13a2528f7704d12b54d9,2323,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2323.jpg,phase6_geometry_scale/masked_images/fgmvp_0112.png,phase6_geometry_scale/debug_overlays/fgmvp_0112.png,1.55%,1.55,0.9522825590437172,1.55%,0.8270124695461936,"[646.0,244.0,722.0,274.0]",2673,"[2.5,1.5,1.0,0.5,0.0]","[98.0,291.0,388.0,484.5,581.0]","[{""value"":2.5,""pixel_y"":98.0,""text"":""2.5%"",""confidence"":0.8057637810707092,""bbox"":[30.0,82.0,93.0,114.0]},{""value"":1.5,""pixel_y"":291.0,""text"":""1.5%"",""confidence"":0.6091934442520142,""bbox"":[31.0,276.0,93.0,306.0]},{""value"":1.0,""pixel_y"":388.0,""text"":""1.0%"",""confidence"":0.9477223753929138,""bbox"":[31.0,374.0,94.0,402.0]},{""value"":0.5,""pixel_y"":484.5,""text"":""0.5%"",""confidence"":0.9573281407356262,""bbox"":[30.0,470.0,93.0,499.0]},{""value"":0.0,""pixel_y"":581.0,""text"":""0.0%"",""confidence"":0.9968623518943787,""bbox"":[30.0,567.0,93.0,595.0]}]",-0.005174822138106231,3.0069219578921453,0.9999994131745827,0.20265734265714042,0.5,2.8801119462397495,"[106.288,44.787499999999994,1008.64,601.35]","[655,281,56,300]",null,683.0,281.0,2.599351895586597,1.5527969370842944,0.002796937084294404,0.0018044755382544543,0.0009711209621369274,2323,1.36,percentage,2.0,False
fgmvp_0113,d3f516e48b08a0ecef02bacf431259dfd52b71d833f60edbc3dfa4e60b6c33a6,7646,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7646.jpg,phase6_geometry_scale/masked_images/fgmvp_0113.png,phase6_geometry_scale/debug_overlays/fgmvp_0113.png,1.2,1.2,0.942257736325858,1.2,0.49711166882319036,"[119.0,118.0,162.0,147.0]",1472,"[1.4,1.2,1.0,0.8,0.6,0.4,0.2]","[94.0,156.5,220.0,282.0,345.0,408.0,471.0]","[{""value"":1.4,""pixel_y"":94.0,""text"":""1.4"",""confidence"":0.6426111560828235,""bbox"":[31.0,79.0,74.0,109.0]},{""value"":1.2,""pixel_y"":156.5,""text"":""1.2"",""confidence"":0.8784537792703406,""bbox"":[30.0,142.0,74.0,171.0]},{""value"":1.0,""pixel_y"":220.0,""text"":""1.0"",""confidence"":0.9996979997485892,""bbox"":[31.0,206.0,72.0,234.0]},{""value"":0.8,""pixel_y"":282.0,""text"":""0.8"",""confidence"":0.9968996644020081,""bbox"":[30.0,268.0,74.0,296.0]},{""value"":0.6,""pixel_y"":345.0,""text"":""0.6"",""confidence"":0.9851799011230469,""bbox"":[30.0,330.0,74.0,360.0]},{""value"":0.4,""pixel_y"":408.0,""text"":""0.4"",""confidence"":0.8940031724228431,""bbox"":[30.0,394.0,74.0,422.0]},{""value"":0.2,""pixel_y"":471.0,""text"":""0.2"",""confidence"":0.8827539682388306,""bbox"":[30.0,457.0,74.0,485.0]}]",-0.003183613684652115,1.6989160639592713,0.9999957984469767,0.4645496629581249,0.19999999999999996,1.4208467874602388,"[86.288,59.349999999999994,1008.64,505.65]","[121,158,32,348]",null,137.0,158.0,2.770209815848615,1.1959051017842373,0.004094898215762699,0.0034124151798022493,0.002882012509654417,7775,0.98,,0.009999999776482582,False
fgmvp_0114,d3f516e48b08a0ecef02bacf431259dfd52b71d833f60edbc3dfa4e60b6c33a6,7646,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7646.jpg,phase6_geometry_scale/masked_images/fgmvp_0114.png,phase6_geometry_scale/debug_overlays/fgmvp_0114.png,0.7,0.7,0.9999795588499129,0.7,0.999981967736744,"[842.0,260.0,885.0,290.0]",1518,"[1.4,1.2,1.0,0.8,0.6,0.4,0.2]","[95.0,156.5,220.0,282.0,345.0,408.0,471.0]","[{""value"":1.4,""pixel_y"":95.0,""text"":""1.4"",""confidence"":0.8335930321443794,""bbox"":[31.0,81.0,74.0,109.0]},{""value"":1.2,""pixel_y"":156.5,""text"":""1.2"",""confidence"":0.8784537792703406,""bbox"":[30.0,142.0,74.0,171.0]},{""value"":1.0,""pixel_y"":220.0,""text"":""1.0"",""confidence"":0.9996062596130144,""bbox"":[31.0,206.0,74.0,234.0]},{""value"":0.8,""pixel_y"":282.0,""text"":""0.8"",""confidence"":0.9968996644020081,""bbox"":[30.0,268.0,74.0,296.0]},{""value"":0.6,""pixel_y"":345.0,""text"":""0.6"",""confidence"":0.9851799011230469,""bbox"":[30.0,330.0,74.0,360.0]},{""value"":0.4,""pixel_y"":408.0,""text"":""0.4"",""confidence"":0.8940031724228431,""bbox"":[30.0,394.0,74.0,422.0]},{""value"":0.2,""pixel_y"":471.0,""text"":""0.2"",""confidence"":0.8827539682388306,""bbox"":[30.0,457.0,74.0,485.0]}]",-0.0031890308960068983,1.7009012281219484,0.9999889738193068,0.6449316628703803,0.19999999999999996,1.4200754579918717,"[86.288,60.349999999999994,1008.64,505.65]","[845,299,32,207]",null,861.0,299.0,2.4634575708459305,0.7473809902158859,0.04738099021588593,0.06768712887983705,0.03336512151466048,7775,0.98,,0.009999999776482582,False
fgmvp_0115,d3f516e48b08a0ecef02bacf431259dfd52b71d833f60edbc3dfa4e60b6c33a6,7646,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/7646.jpg,phase6_geometry_scale/masked_images/fgmvp_0115.png,phase6_geometry_scale/debug_overlays/fgmvp_0115.png,0.7,0.7,0.9999920850699241,0.7,0.9999930486261803,"[924.0,281.0,965.0,309.0]",1364,"[1.4,1.2,1.0,0.8,0.6,0.4,0.2]","[95.0,156.5,220.0,282.0,345.0,408.0,471.0]","[{""value"":1.4,""pixel_y"":95.0,""text"":""1.4"",""confidence"":0.8335930321443794,""bbox"":[31.0,81.0,74.0,109.0]},{""value"":1.2,""pixel_y"":156.5,""text"":""1.2"",""confidence"":0.8784537792703406,""bbox"":[30.0,142.0,74.0,171.0]},{""value"":1.0,""pixel_y"":220.0,""text"":""1.0"",""confidence"":0.9996062596130144,""bbox"":[31.0,206.0,74.0,234.0]},{""value"":0.8,""pixel_y"":282.0,""text"":""0.8"",""confidence"":0.9968996644020081,""bbox"":[30.0,268.0,74.0,296.0]},{""value"":0.6,""pixel_y"":345.0,""text"":""0.6"",""confidence"":0.9851799011230469,""bbox"":[30.0,330.0,74.0,360.0]},{""value"":0.4,""pixel_y"":408.0,""text"":""0.4"",""confidence"":0.8940031724228431,""bbox"":[30.0,394.0,74.0,422.0]},{""value"":0.2,""pixel_y"":471.0,""text"":""0.2"",""confidence"":0.8827539682388306,""bbox"":[30.0,457.0,74.0,485.0]}]",-0.0031890308960068983,1.7009012281219484,0.9999889738193068,0.6449316628703803,0.19999999999999996,1.4200754579918717,"[86.288,60.349999999999994,1008.64,505.65]","[927,319,31,187]",null,942.5,319.0,2.419019488953973,0.683600372295748,0.016399627704251962,0.023428039577502804,0.011548419918081445,7775,0.98,,0.009999999776482582,False
fgmvp_0116,d18b81f1b93d3cd5b126e03cb859624f4d73fe274b615b8c6c3daa9a7df9c5cd,2097,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2097.jpg,phase6_geometry_scale/masked_images/fgmvp_0116.png,phase6_geometry_scale/debug_overlays/fgmvp_0116.png,25,25.0,0.9999991570631338,25,0.8923117980269148,"[817.0,241.0,867.0,278.0]",2120,"[30.0,25.0,20.0,15.0,10.0,5.0]","[201.0,291.5,384.0,475.0,567.0,658.5]","[{""value"":30.0,""pixel_y"":201.0,""text"":""30"",""confidence"":0.9999965439601713,""bbox"":[40.0,182.0,87.0,220.0]},{""value"":25.0,""pixel_y"":291.5,""text"":""25"",""confidence"":0.9998084610483606,""bbox"":[38.0,273.0,87.0,310.0]},{""value"":20.0,""pixel_y"":384.0,""text"":""20"",""confidence"":0.45009090430826165,""bbox"":[40.0,365.0,87.0,403.0]},{""value"":15.0,""pixel_y"":475.0,""text"":""15"",""confidence"":0.9999964596665606,""bbox"":[40.0,456.0,87.0,494.0]},{""value"":10.0,""pixel_y"":567.0,""text"":""10"",""confidence"":0.9999978083645809,""bbox"":[41.0,549.0,87.0,585.0]},{""value"":5.0,""pixel_y"":658.5,""text"":""5"",""confidence"":0.9999976158156301,""bbox"":[60.0,642.0,88.0,675.0]}]",-0.054601891729815194,40.95151249795561,0.9999946456803296,0.6421216848671537,5.0,30.47604586899635,"[100.288,150.675,1008.64,708.825]","[812,293,51,416]",null,837.5,293.0,2.710675673043869,24.95315822111976,0.046841778880239104,0.001873671155209564,0.0015370031624703587,2097|9427,10|15,basis points|basis points,2.0|2.0,False
fgmvp_0117,d18b81f1b93d3cd5b126e03cb859624f4d73fe274b615b8c6c3daa9a7df9c5cd,2097,bar,/data/liu_jun/finmme_reproduction/outputs/cache/phase2c_official_jpeg/2097.jpg,phase6_geometry_scale/masked_images/fgmvp_0117.png,phase6_geometry_scale/debug_overlays/fgmvp_0117.png,15,15.0,0.9998728803555608,15,0.9999985670074514,"[232.0,425.0,278.0,462.0]",1960,"[30.0,25.0,20.0,15.0,10.0,5.0]","[201.0,291.5,384.0,475.0,567.0,658.5]","[{""value"":30.0,""pixel_y"":201.0,""text"":""30"",""confidence"":0.9999965439601713,""bbox"":[40.0,182.0,87.0,220.0]},{""value"":25.0,""pixel_y"":291.5,""text"":""25"",""confidence"":0.9998084610483606,""bbox"":[38.0,273.0,87.0,310.0]},{""value"":20.0,""pixel_y"":384.0,""text"":""20"",""confidence"":0.45009090430826165,""bbox"":[40.0,365.0,87.0,403.0]},{""value"":15.0,""pixel_y"":475.0,""text"":""15"",""confidence"":0.9999964596665606,""bbox"":[40.0,456.0,87.0,494.0]},{""value"":10.0,""pixel_y"":567.0,""text"":""10"",""confidence"":0.9999978083645809,""bbox"":[41.0,549.0,87.0,585.0]},{""value"":5.0,""pixel_y"":658.5,""text"":""5"",""confidence"":0.9999976158156301,""bbox"":[60.0,642.0,88.0,675.0]}]",-0.054601891729815194,40.95151249795561,0.9999946456803296,0.6421216848671537,5.0,30.47604586899635,"[100.288,150.675,1008.64,708.825]","[223,475,54,234]",null,250.0,475.0,2.3071805896851734,15.015613926293394,0.015613926293394087,0.0010409284195596058,0.0005123343874894979,2097|9427,10|15,basis points|basis points,2.0|2.0,False
